"Network.ID","Davidson_Resident","Count.Network.IDs","Avg.Time","Dupes","Priority.Police","Full.Funding.Police","Full.Funding.Sheriff"
"804ec6b9ff",1,1,4,0,"Yes","Yes","Yes"
"8050e3a9f4",1,1,14,0,"No","No","No"
"805f52e6cd",1,1,11,0,"No","No","No"
"8073ba80fc",0,1,1,1,"No","No","No"
"807906a913",1,1,8,0,"No","No","No"
"8079d8363d",1,1,5,0,"No","No","No"
"80b47b8930",1,1,9,0,"No","No","No"
"80c5f0e14c",1,1,15,0,"No","No","No"
"80cffe2644",0,1,1,1,"No","No","No"
"80e8fc84b5",1,1,33,0,"No","No","No"
"8117dd3eaf",1,1,6,0,"No","No","No"
"8137f34ea9",1,1,31,0,"No","No","No"
"8141ce035d",1,1,5,0,"No","No","No"
"81886178f6",0,1,1,1,"No","No","No"
"81a21f26a1",1,1,9,0,"No","No","No"
"81b19db3cf",1,1,13,0,"No","No","No"
"81ba423fc6",1,1,9,0,"No","No","No"
"81e12c8cb4",1,1,5,0,"No","Yes","Yes"
"8212e1fa95",1,1,3,0,"Yes","Yes","Yes"
"82151e177a",1,1,34,0,"No","No","No"
"82174a0d94",1,1,6,0,"No","No","No"
"8245aa795e",1,1,6,0,"No","No","No"
"8245e2b51d",0,1,0,1,"No","No","No"
"82773e94c8",0,1,1,1,"No","No","No"
"82808a49c6",1,1,16,0,"No","No","No"
"82a4b83818",1,1,5,0,"No","No","No"
"82caf4bce2",1,1,8,0,"No","No","No"
"82e1e41e48",1,1,6,0,"Yes","Yes","Yes"
"82e5514d38",1,1,6,0,"No","No","No"
"832703b10c",1,1,5,0,"No","No","No"
"833d731f64",1,1,9,0,"No","Yes","Yes"
"8341fc2b64",1,1,9,0,"Yes","Yes","Yes"
"83541693ce",1,1,6,0,"No","No","No"
"836784ed02",0,1,1,1,"No","No","No"
"836a807085",0,1,0,1,"No","No","No"
"83a0eea705",1,1,11,0,"No","No","No"
"83c482b23e",1,1,3,0,"No","No","No"
"840688f901",1,1,8,0,"Yes","Yes","No"
"840c606ccd",1,1,4,0,"No","No","No"
"842e6b67dc",0,1,1,1,"No","No","No"
"843bfd6daf",0,1,0,1,"No","No","No"
"843c5d9f41",1,1,13,0,"No","No","No"
"8447ed1838",1,1,6,0,"No","No","No"
"849d82b012",1,1,3,0,"Yes","Yes","Yes"
"84b3690d81",1,1,10,0,"No","No","No"
"84b7ce72f6",1,1,13,0,"No","No","No"
"84bf2d76e4",1,1,35,0,"No","No","No"
"84fb43d40b",0,1,0,1,"No","No","No"
"852d8e05c5",1,1,6,0,"No","No","No"
"853b35d5ab",0,1,1,1,"No","No","No"
"853cf1a519",1,1,3,0,"No","No","No"
"8541920955",1,1,6,0,"No","No","No"
"8553b6c5f6",1,1,34,0,"No","No","No"
"855c393219",1,1,0,0,"No","No","No"
"857b222c85",0,1,1,1,"No","No","No"
"85958de9fd",1,1,3,0,"No","No","No"
"85ae0c32ec",0,1,0,1,"No","No","No"
"85bba04545",1,1,9,0,"No","No","No"
"85bc0c4cfd",1,1,6,0,"No","No","No"
"85c54168e5",1,1,9,0,"Yes","Yes","Yes"
"8606106602",1,1,12,0,"No","No","No"
"860d78b1e2",0,1,1,1,"No","No","No"
"8611b68a83",1,1,10,0,"No","No","No"
"8630d08946",1,1,7,0,"No","No","No"
"864b9ae56b",1,1,6,0,"No","No","No"
"8652837a4d",1,1,4,0,"No","No","No"
"86ad092a65",1,1,4,0,"No","No","No"
"86cd9f0c3c",0,1,0,1,"No","No","No"
"86e9892d37",1,1,5,0,"No","No","No"
"873a26b829",1,1,11,0,"Yes","Yes","No"
"8743505f49",1,1,8,0,"No","No","No"
"8759b9f851",1,1,6,0,"No","No","No"
"876408e860",0,1,1,1,"No","No","No"
"876b5c259e",1,1,6,0,"No","No","No"
"87803ddb57",0,1,1,1,"No","No","No"
"87d0154e72",1,1,9,0,"No","No","No"
"87da3be8d2",1,1,14,0,"No","No","No"
"87e2b12046",1,1,6,0,"No","No","No"
"880cca2493",1,1,12,0,"No","No","No"
"882513b1b1",1,1,8,0,"No","No","No"
"88349eb650",1,1,11,0,"No","No","No"
"885a214b85",1,1,7,0,"No","No","No"
"8863891cbb",1,1,3,0,"No","No","No"
"887b385868",1,1,13,0,"No","No","No"
"888e6e8efd",1,1,8,0,"Yes","Yes","Yes"
"88d0b99262",1,1,12,0,"No","No","No"
"88e8cf07aa",1,1,68,0,"No","No","No"
"88f2ae3656",1,1,7,0,"No","No","No"
"89837b0b2f",1,1,5,0,"Yes","No","No"
"89914ca4ff",1,1,6,0,"No","No","No"
"899b159bf0",1,1,4,0,"No","No","No"
"89bf6e1105",1,1,5,0,"No","Yes","Yes"
"89cb5fcf3e",0,1,1,1,"No","No","No"
"89f0c736fa",1,1,6,0,"Yes","Yes","No"
"89f9785df2",1,1,5,0,"No","No","No"
"89fe3f5086",1,1,36,0,"No","No","No"
"8a024ee266",1,1,12,0,"No","No","No"
"8a03ca927c",1,1,6,0,"No","No","No"
"8a34e67798",1,1,6,0,"No","No","No"
"8a487015ce",1,1,8,0,"No","No","No"
"8a67dff287",1,1,6,0,"No","No","No"
"8a6ad46850",1,1,4,0,"No","No","No"
"8a7044130f",1,1,18,0,"No","No","No"
"8a7d6e6a4c",1,1,7,0,"No","No","No"
"8a7daf6645",1,1,5,0,"Yes","Yes","Yes"
"8a9abc71c7",1,1,7,0,"No","No","No"
"8ac177a6fe",1,1,6,0,"No","No","No"
"8ac9244ced",1,1,8,0,"Yes","No","No"
"8acc0aae87",1,1,9,0,"No","No","No"
"8ae078e567",0,1,0,1,"No","No","No"
"8ae5f4976d",1,1,7,0,"Yes","Yes","Yes"
"8afc2a7900",1,1,8,0,"Yes","Yes","Yes"
"8b06a7fbdd",1,1,8,0,"No","No","No"
"8b138afe5e",1,1,5,0,"Yes","Yes","Yes"
"8b2b62a92f",1,1,13,0,"No","No","Yes"
"8b37f3da97",1,1,7,0,"No","No","No"
"8b753ae63e",1,1,5,0,"No","No","No"
"8b8630c705",1,1,7,0,"Yes","Yes","Yes"
"8b8f68d2a0",1,1,6,0,"No","No","No"
"8b98e6342f",1,1,10,0,"No","No","No"
"8bc0ac6eac",1,1,7,0,"No","No","No"
"8bd923d13b",0,1,0,1,"No","No","No"
"8c1dc863bc",1,1,11,0,"No","Yes","Yes"
"8c5bf84a2d",1,1,8,0,"No","No","No"
"8c722af4d8",0,1,0,1,"No","No","No"
"8c975ff698",1,1,7,0,"Yes","Yes","Yes"
"8cb06675b7",1,1,5,0,"No","No","No"
"8cbe888ad2",0,1,1,1,"No","No","No"
"8ccb0147c1",1,1,7,0,"No","No","No"
"8ccf6ea284",1,1,45,0,"No","No","No"
"8cd8b3bf74",1,1,8,0,"No","No","No"
"8cf2cebc4a",1,1,8,0,"No","No","No"
"8d08054687",1,1,3,0,"No","No","No"
"8d3c1520fd",1,1,4,0,"No","No","No"
"8d611f1d96",0,1,1,1,"No","No","No"
"8d83ca4a5c",0,1,0,1,"No","No","No"
"8db34076e9",1,1,5,0,"No","No","No"
"8deec37441",1,1,27,0,"No","No","No"
"8e0db309f8",1,1,14,0,"No","No","No"
"8e1398b009",1,1,7,0,"No","No","No"
"8e13a516bc",1,1,6,0,"No","No","No"
"8e3c2885c5",0,1,18,1,"No","No","No"
"8e43516d1e",0,1,0,1,"No","No","No"
"8e56d6c08e",1,1,10,0,"No","No","No"
"8e803c9921",1,1,7,0,"No","No","No"
"8e94c16dd7",1,1,5,0,"No","No","No"
"8e99298c80",1,1,6,0,"No","No","No"
"8e9cbbb891",1,1,6,0,"No","No","No"
"8e9fe5a71d",1,1,7,0,"No","No","No"
"8ebdb7fcdd",1,1,4,0,"No","No","No"
"8ebf8fc936",1,1,7,0,"No","No","No"
"8ecbadfe9d",1,1,8,0,"No","No","No"
"8eeed2f5a9",1,1,11,0,"No","Yes","Yes"
"8f05b4bf56",1,1,5,0,"No","No","No"
"8f0da93041",1,1,13,0,"No","No","No"
"8f10ad5b28",1,1,7,0,"No","No","No"
"8f1c49d4c1",1,1,16,0,"No","No","No"
"8f25be6001",1,1,8,0,"No","No","No"
"8f38b5543a",1,1,10,0,"Yes","Yes","Yes"
"8f40473fc4",1,1,5,0,"No","Yes","Yes"
"8f4dab1324",1,1,5,0,"No","No","No"
"8f93b23011",1,1,9,0,"No","No","No"
"8fb92c9ca7",1,1,7,0,"No","No","No"
"9.10E+47",1,1,16,0,"No","No","No"
"9.85E+20",1,1,5,0,"No","No","No"
"900befe4ad",1,1,7,0,"Yes","Yes","Yes"
"9021e14f12",1,1,8,0,"No","No","No"
"9030e75318",0,1,1,1,"No","No","No"
"90375f1f40",0,1,0,1,"No","No","No"
"904edcd12d",1,1,9,0,"No","No","No"
"9066c6310a",0,1,0,1,"No","No","No"
"907d9b8b47",0,1,2,1,"No","No","No"
"9085f3c821",1,1,13,0,"No","No","No"
"9091c28de8",0,1,0,1,"No","No","No"
"9099ce4805",1,1,13,0,"No","No","No"
"90a0b6e324",1,1,5,0,"No","No","No"
"90a430c124",1,1,9,0,"No","No","No"
"90b10aaba7",1,1,20,0,"Yes","Yes","Yes"
"90e825df46",1,1,14,0,"No","No","Yes"
"90fd3cbdd5",0,1,0,1,"No","No","No"
"91048df1f4",1,1,11,0,"No","No","No"
"91080a8a94",1,1,16,0,"No","No","No"
"9109c972f2",1,1,8,0,"No","No","No"
"912c342334",1,1,7,0,"No","No","No"
"912fe81469",1,1,7,0,"No","No","No"
"91317c8c50",0,1,1,1,"No","No","No"
"914977f20d",1,1,14,0,"No","No","No"
"9185e5a3c0",1,1,11,0,"No","No","No"
"919adb30ed",1,1,7,0,"No","No","No"
"91cbf5495e",0,1,8,0,"No","No","No"
"91d409c54f",1,1,6,0,"No","No","No"
"91ed80bd11",1,1,4,0,"No","No","No"
"920e17a98f",1,1,7,0,"No","No","No"
"921725ea9d",1,1,10,0,"No","No","No"
"922ef28677",1,1,7,0,"No","No","No"
"923a3398c9",1,1,5,0,"Yes","Yes","Yes"
"9268635914",1,1,9,0,"No","No","No"
"927546181",1,1,7,0,"No","No","Yes"
"927e394810",1,1,10,0,"No","No","No"
"928fee8862",1,1,19,0,"No","No","Yes"
"92be8589cd",1,1,11,0,"Yes","Yes","Yes"
"92d4e406ed",1,1,7,0,"No","No","No"
"92e9535caf",1,1,6,0,"No","No","No"
"930aff1225",1,1,7,0,"No","No","No"
"9311b2467b",1,1,7,0,"No","No","No"
"934a8b2880",1,1,6,0,"No","No","No"
"93755c03cb",1,1,5,0,"No","No","No"
"9387fbe293",1,1,10,0,"No","No","No"
"93a92303b1",0,1,0,1,"No","No","No"
"93f16a56ac",1,1,4,0,"No","No","No"
"93f4536395",1,1,8,0,"No","No","No"
"93ffab8066",1,1,9,0,"No","No","No"
"942156cc47",1,1,6,0,"No","No","No"
"9439c69ce2",0,1,1,1,"No","No","No"
"9441d0a0e9",1,1,4,0,"No","No","No"
"945763cb58",1,1,12,0,"No","No","No"
"946d9dec6d",1,1,13,0,"No","No","No"
"946e268b6f",1,1,7,0,"No","No","No"
"9473fd0df6",1,1,4,0,"No","No","No"
"9478fb379a",1,1,16,0,"Yes","Yes","Yes"
"9484a3e701",1,1,6,0,"No","No","No"
"94c6e4b0e1",1,1,5,0,"No","No","No"
"94c7165992",1,1,26,0,"No","No","No"
"94e3d53955",1,1,7,0,"No","No","No"
"950159826b",1,1,7,0,"No","No","No"
"9517fb12c5",1,1,9,0,"No","No","No"
"953c12165b",1,1,14,0,"No","No","No"
"959e186586",1,1,10,0,"No","No","No"
"95ee11a35a",1,1,11,0,"No","No","No"
"95fd2399c2",1,1,8,0,"No","No","No"
"960a51b676",1,1,4,0,"No","No","No"
"9616c9f3f8",1,1,12,0,"Yes","Yes","Yes"
"962b3a10e4",1,1,9,0,"No","No","No"
"962c95f7d7",1,1,8,0,"No","No","No"
"9634f303e5",1,1,9,0,"No","No","No"
"9645a9d9f8",1,1,11,0,"Yes","Yes","Yes"
"964a7cd0b7",1,1,39,0,"No","No","No"
"96518b59f5",1,1,11,0,"No","No","No"
"96542fe3ef",1,1,7,0,"No","No","No"
"965e4f6582",1,1,15,0,"No","No","No"
"967e571e57",1,1,11,0,"No","Yes","Yes"
"969f1ba7b3",0,1,0,1,"No","No","No"
"96a6f3b41b",1,1,12,0,"No","No","No"
"96ac18b294",0,1,8,0,"No","No","No"
"96b0e6464f",1,1,11,0,"No","No","No"
"96c5fb14d0",0,1,0,1,"No","No","No"
"96c69a29d9",0,1,0,1,"No","No","No"
"96d125b816",1,1,8,0,"No","No","No"
"96d2306ee6",1,1,6,0,"No","No","No"
"96e162bcb3",1,1,21,0,"No","No","Yes"
"970436e5ea",1,1,2,0,"No","No","No"
"970ddca916",0,1,1,1,"No","No","No"
"97131bbab5",1,1,6,0,"No","No","No"
"971ac759f5",1,1,8,0,"Yes","Yes","Yes"
"9727c8cce1",1,1,6,0,"No","No","No"
"972e5d6b54",1,1,6,0,"No","No","No"
"97362f3283",1,1,9,0,"No","No","No"
"974a487109",1,1,13,0,"No","No","No"
"974d0e5f09",0,1,0,1,"No","No","No"
"9750e00fe3",1,1,7,0,"No","No","No"
"97531c633b",1,1,7,0,"Yes","Yes","Yes"
"9774ac7afc",0,1,8,0,"No","No","No"
"97a3cd0475",1,1,4,0,"No","No","No"
"97b45b986f",0,1,0,1,"No","No","No"
"97d3df6e79",1,1,8,0,"No","No","No"
"97deb7ae09",1,1,9,0,"No","No","No"
"97e04c3af3",0,1,0,1,"No","No","No"
"97facf8eb6",1,1,9,0,"No","No","No"
"9829326a3e",1,1,9,0,"No","No","Yes"
"98375720bb",1,1,11,0,"No","No","No"
"986f9cda16",1,1,5,0,"Yes","Yes","Yes"
"987387d950",1,1,6,0,"No","No","No"
"98789d0fca",1,1,14,0,"No","No","No"
"98c37b72e5",1,1,10,0,"Yes","Yes","Yes"
"98edd95595",1,1,13,0,"No","No","No"
"98ef36bb61",0,1,1,1,"No","No","No"
"98f0573a02",1,1,7,0,"No","No","No"
"98f1baa2c4",1,1,8,0,"No","No","No"
"9939f62103",1,1,9,0,"No","No","No"
"993e93f367",1,1,6,0,"No","No","No"
"994469b680",1,1,5,0,"No","No","No"
"995ad54cf5",1,1,8,0,"No","No","No"
"996e91e60b",1,1,8,0,"Yes","Yes","Yes"
"997a699010",1,1,8,0,"No","No","No"
"999f466814",0,1,1,1,"No","No","No"
"99af3cc282",1,1,11,0,"No","Yes","No"
"99d10dbd04",1,1,10,0,"No","No","No"
"9a0ff54f2e",1,1,5,0,"No","No","No"
"9a1379a09a",1,1,9,0,"No","No","Yes"
"9a5c291801",1,1,14,0,"No","No","No"
"9aa081a1af",0,1,1,1,"No","No","No"
"9aa85342a7",1,1,11,0,"No","No","No"
"9aa9ba48e2",1,1,7,0,"No","No","No"
"9abd760f95",1,1,9,0,"No","No","No"
"9ae9a210ac",0,1,0,1,"No","No","No"
"9b04bd263a",1,1,11,0,"Yes","Yes","Yes"
"9b31c3a671",1,1,3,0,"Yes","Yes","No"
"9b42a22ce3",1,1,5,0,"No","No","No"
"9b43589719",1,1,16,0,"No","No","No"
"9b4990be98",1,1,6,0,"No","No","No"
"9b63031e2f",1,1,4,0,"No","No","No"
"9b644e378b",1,1,17,0,"No","No","No"
"9b655537a6",1,1,12,0,"No","No","No"
"9b682357ab",1,1,318,0,"No","No","No"
"9b68ec2d0a",1,1,9,0,"No","No","No"
"9b698d4fa5",0,1,0,1,"No","No","No"
"9b9b6c36bc",1,1,13,0,"No","No","No"
"9baa6db1b2",1,1,7,0,"No","No","No"
"9bba79d883",1,1,8,0,"Yes","Yes","Yes"
"9bcd80c1cb",1,1,8,0,"Yes","Yes","Yes"
"9bd9fb2164",1,1,4,0,"Yes","Yes","Yes"
"9be9ccc296",0,1,1,1,"No","No","No"
"9bf4425ce5",1,1,5,0,"Yes","Yes","No"
"9bfb352fb3",1,1,56,0,"No","No","No"
"9bfb856273",1,1,30,0,"No","No","No"
"9c11a5815a",1,1,5,0,"No","No","No"
"9c1a816f9b",0,1,0,1,"No","No","No"
"9c1e649b27",1,1,7,0,"No","No","No"
"9c20f8e83e",1,1,6,0,"No","Yes","Yes"
"9c30983cf3",1,1,10,0,"No","No","No"
"9c316fbab1",1,1,9,0,"No","No","Yes"
"9c33ebfefd",1,1,5,0,"No","No","No"
"9c364e9c7f",0,1,1,1,"No","No","No"
"9c64beee30",1,1,7,0,"No","No","No"
"9c8f1600aa",1,1,5,0,"No","No","No"
"9c93aa62c5",1,1,7,0,"No","No","No"
"9c947779ed",1,1,5,0,"No","No","No"
"9ca4c2202b",0,1,1,1,"No","No","No"
"9ce4e4e5c4",1,1,6,0,"No","No","No"
"9ce82fed5c",1,1,12,0,"No","No","No"
"9cee049d8f",1,1,8,0,"No","No","No"
"9d0136cbba",0,1,0,1,"No","No","No"
"9d244526f8",1,1,5,0,"No","No","No"
"9d3de86c45",1,1,7,0,"No","No","No"
"9d5b1fdcd5",1,1,10,0,"No","No","No"
"9d816ed8de",1,1,29,0,"No","No","Yes"
"9d8d5a49aa",1,1,15,0,"No","No","No"
"9d8fa9b26b",1,1,26,0,"No","No","No"
"9dc3b3ac79",0,1,0,1,"No","No","No"
"9df520e8c2",1,1,7,0,"No","No","No"
"9df68e8259",1,1,7,0,"No","No","No"
"9e0032bafa",0,1,0,1,"No","No","No"
"9e07cf38a7",1,1,8,0,"No","No","No"
"9e0e2008be",1,1,8,0,"No","No","No"
"9e28f1322c",0,1,0,1,"No","No","No"
"9ea860e81e",1,1,16,0,"No","No","No"
"9eaaba2d29",1,1,7,0,"No","No","No"
"9eaec085b5",0,1,1,1,"No","No","No"
"9ef3daa724",1,1,7,0,"Yes","Yes","Yes"
"9ef45f8685",0,1,0,1,"No","No","No"
"9efde24e9d",0,1,1,1,"No","No","No"
"9f0115970c",1,1,13,0,"No","No","No"
"9f28e982e3",1,1,6,0,"No","No","No"
"9f64b7cfc2",0,1,1,1,"No","No","No"
"9f885bbd28",0,1,0,1,"No","No","No"
"9f980c7a4e",1,1,27,0,"No","No","No"
"9fc66966a6",1,1,3,0,"No","No","No"
"9fca7c73fc",0,1,1,1,"No","No","No"
"9fcd0732df",1,1,9,0,"No","No","No"
"9fd5c1c84f",1,1,10,0,"No","No","No"
"9fe07c767a",1,1,13,0,"No","No","No"
"a023550c3d",1,1,13,0,"No","No","No"
"a02c4929dc",1,1,12,0,"No","No","No"
"a031bcd31a",1,1,17,0,"No","No","No"
"a040d2ed1e",1,1,2,0,"No","Yes","No"
"a0567e1906",1,1,9,0,"No","No","No"
"a078f53e45",1,1,6,0,"No","No","No"
"a08daf229e",1,1,11,0,"No","No","No"
"a08e2a3f1d",0,1,0,1,"No","No","No"
"a08efa03d3",1,1,10,0,"No","No","No"
"a09550762d",1,1,6,0,"No","No","No"
"a0aa394e4a",1,1,23,0,"Yes","Yes","Yes"
"a0bc98d582",1,1,5,0,"No","No","No"
"a0e9bb7e6e",1,1,6,0,"No","No","No"
"a0eff93bad",1,1,4,0,"Yes","Yes","Yes"
"a0fc40101b",1,1,8,0,"No","No","No"
"a10bb165ad",1,1,4,0,"No","No","No"
"a1336764ed",1,1,4,0,"No","No","No"
"a14abb51d2",1,1,6,0,"No","No","No"
"a17f94a573",1,1,7,0,"No","No","No"
"a19442c5c9",1,1,5,0,"No","No","No"
"a198264487",1,1,43,0,"No","No","No"
"a1a3bc6259",1,1,18,0,"No","No","Yes"
"a1b8a0fd8d",1,1,23,0,"No","No","No"
"a1e5311bb4",1,1,7,0,"Yes","Yes","Yes"
"a1f7d14c01",0,1,1,1,"No","No","No"
"a20502897e",1,1,5,0,"No","No","No"
"a209d2373a",1,1,10,0,"No","No","No"
"a217fc6aa3",1,1,7,0,"No","No","No"
"a233198d8a",1,1,15,0,"No","No","No"
"a23390db8b",1,1,5,0,"No","No","No"
"a23cd3ad08",1,1,7,0,"No","No","No"
"a25cbf9c68",1,1,10,0,"No","Yes","No"
"a260f595b1",1,1,7,0,"No","Yes","Yes"
"a26492556e",0,1,0,1,"No","No","No"
"a275f04574",1,1,3,0,"Yes","Yes","No"
"a294704e31",1,1,32,0,"No","No","No"
"a2d3e5706a",1,1,9,0,"Yes","Yes","Yes"
"a2ec610939",0,1,0,1,"No","No","No"
"a31f54cd90",1,1,7,0,"No","No","Yes"
"a321874f0a",0,1,0,1,"No","No","No"
"a32844b31f",1,1,64,0,"No","Yes","Yes"
"a355ab8115",1,1,21,0,"No","No","No"
"a35b91088d",1,1,7,0,"No","No","No"
"a37511aabe",1,1,12,0,"No","No","No"
"a38f2b2911",1,1,6,0,"No","No","No"
"a3ad809b73",0,1,0,1,"No","No","No"
"a3f861d060",1,1,8,0,"Yes","Yes","Yes"
"a402d48bde",1,1,9,0,"Yes","Yes","Yes"
"a41464120e",1,1,4,0,"No","No","No"
"a41ce79a72",1,1,7,0,"No","No","No"
"a4244f51b7",1,1,7,0,"No","No","No"
"a4305f5404",1,1,13,0,"No","No","No"
"a448861a20",1,1,10,0,"No","No","No"
"a47b1ecf0e",0,1,1,1,"No","No","No"
"a4917e17b2",1,1,2,0,"No","No","No"
"a4931b31a0",1,1,8,0,"No","No","No"
"a49366f3bd",1,1,10,0,"No","No","No"
"a49509c0c9",1,1,4,0,"No","No","No"
"a4e7826d1e",1,1,6,0,"No","No","No"
"a512613656",0,1,1,1,"No","No","No"
"a534d1e941",1,1,8,0,"Yes","Yes","No"
"a5416cd412",1,1,10,0,"No","No","No"
"a54c007e86",1,1,12,0,"No","No","No"
"a56459c783",1,1,10,0,"No","No","No"
"a5aaef3b0a",1,1,6,0,"No","No","No"
"a5e87aad3d",1,1,4,0,"No","No","No"
"a5f17a5b40",1,1,7,0,"Yes","Yes","Yes"
"a60b7e4f32",1,1,5,0,"No","No","No"
"a65244c87b",1,1,8,0,"No","No","No"
"a6684ec726",0,1,0,1,"No","No","No"
"a6727f1442",1,1,8,0,"No","No","No"
"a676ae6996",0,1,1,1,"No","No","No"
"a677eaa03a",1,1,6,0,"No","No","No"
"a687099b1c",1,1,7,0,"No","No","No"
"a6bb0f1097",1,1,7,0,"No","No","No"
"a70c6cc867",0,1,0,1,"No","No","No"
"a71dc5406d",0,1,0,1,"No","No","No"
"a735aaefcc",1,1,8,0,"No","No","No"
"a745a04663",1,1,6,0,"No","No","No"
"a7588449c3",1,1,10,0,"No","No","No"
"a7720e036d",1,1,9,0,"No","No","No"
"a78aa56bfd",1,1,7,0,"No","No","No"
"a7ac262d5f",1,1,11,0,"No","No","No"
"a7d3b0675f",1,1,11,0,"No","Yes","Yes"
"a7fa4c7cbd",1,1,13,0,"No","No","Yes"
"a82d8163fa",1,1,10,0,"No","No","No"
"a8406c8217",1,1,6,0,"No","No","No"
"a88c365d70",0,1,1,1,"No","No","No"
"a8b8a9c590",1,1,4,0,"No","No","No"
"a8c29a9026",0,1,1,1,"No","No","No"
"a8d8a605a4",1,1,5,0,"No","No","No"
"a91679a2a1",1,1,15,0,"No","No","No"
"a92696e690",1,1,6,0,"No","No","No"
"a93e280162",1,1,8,0,"No","No","No"
"a9412b63cf",1,1,7,0,"No","No","Yes"
"a9473c56a8",1,1,6,0,"No","No","No"
"a9583350e1",1,1,8,0,"No","No","No"
"a96c35c4dd",1,1,10,0,"Yes","Yes","Yes"
"a9d7b7d3d6",1,1,8,0,"No","No","No"
"a9e3330f0a",1,1,13,0,"No","No","No"
"a9edb9026c",1,1,31,0,"No","No","No"
"aa21c33839",1,1,10,0,"No","Yes","Yes"
"aa68349f86",0,1,0,1,"No","No","No"
"aaa67be122",1,1,18,0,"No","No","No"
"aaa692e590",1,1,9,0,"No","No","No"
"aabc9da085",0,1,0,1,"No","No","No"
"aac8622fa9",1,1,12,0,"No","No","No"
"aaf1de17dd",1,1,9,0,"Yes","Yes","Yes"
"ab08b6a0b9",1,1,56,0,"No","No","No"
"ab3084ed6d",1,1,5,0,"No","No","No"
"ab50677eee",0,1,1,0,"No","No","No"
"ab70a72541",1,1,6,0,"No","No","No"
"ab765031db",1,1,9,0,"No","No","No"
"ab945a10a5",0,1,0,1,"No","No","No"
"abcbf2d1ad",1,1,8,0,"No","No","No"
"abe1c8e9c5",1,1,12,0,"No","No","No"
"abe66980e0",1,1,7,0,"No","No","No"
"abf41f61fe",1,1,6,0,"No","No","No"
"ac0e9c8dcb",1,1,7,0,"Yes","Yes","No"
"ac2abf03ff",1,1,10,0,"No","No","No"
"ac5ea05df1",1,1,13,0,"No","No","No"
"ac893251e5",1,1,8,0,"No","No","No"
"ac8c0e7157",1,1,14,0,"No","No","Yes"
"acac6fc781",1,1,23,0,"No","No","No"
"acbb28a870",0,1,1,1,"No","No","No"
"acce4ddf71",1,1,50,0,"No","No","No"
"acef7c8fd5",0,1,0,1,"No","No","No"
"ad1c2740d8",1,1,7,0,"No","No","No"
"ad357dc0ff",1,1,8,0,"No","No","No"
"ad5860dc60",1,1,10,0,"No","No","No"
"ad638e845c",1,1,6,0,"No","No","No"
"ad77a1be5d",1,1,7,0,"No","No","No"
"ad7cc6218d",1,1,12,0,"No","No","No"
"ad810bf7e2",1,1,4,0,"No","No","No"
"ad856c80d2",0,1,0,1,"No","No","No"
"ad9b1b1070",1,1,14,0,"No","No","No"
"ada1f3e6b7",0,1,0,1,"No","No","No"
"ada490a596",1,1,7,0,"No","No","No"
"adbf734425",1,1,10,0,"No","No","No"
"add86cec2e",1,1,26,0,"No","No","Yes"
"ade14981eb",0,1,0,1,"No","No","No"
"adf013ac4e",1,1,7,0,"No","No","No"
"adfacd055a",1,1,5,0,"No","No","No"
"ae0ab1850d",1,1,12,0,"No","No","No"
"ae3846d560",1,1,7,0,"No","No","No"
"ae5a0512da",1,1,4,0,"No","No","No"
"ae8b809a87",1,1,5,0,"No","No","No"
"aee71b518d",1,1,6,0,"No","Yes","No"
"aee97b7dc4",1,1,5,0,"No","No","No"
"aeea1907d7",1,1,17,0,"No","Yes","No"
"af1bbae013",1,1,7,0,"No","No","No"
"af58f1a2a7",1,1,3,0,"No","No","No"
"afafc5f7d5",1,1,14,0,"Yes","Yes","Yes"
"afb6c1e492",0,1,0,1,"No","No","No"
"afca5e1c39",1,1,11,0,"No","No","No"
"afd50ac0bd",0,1,0,1,"No","No","No"
"afe7fc166d",1,1,9,0,"No","No","No"
"aff392514f",1,1,14,0,"No","No","No"
"b00617549f",1,1,8,0,"No","No","Yes"
"b00d4f5fb3",1,1,6,0,"No","No","No"
"b02f82afdc",1,1,5,0,"No","No","No"
"b059912c4b",1,1,7,0,"No","No","No"
"b06f5f8d17",1,1,15,0,"No","No","No"
"b083ff6b44",1,1,3,0,"No","Yes","Yes"
"b096abcd42",0,1,1,1,"No","No","No"
"b0ad2be680",1,1,7,0,"No","No","No"
"b0c3d21a6d",1,1,7,0,"Yes","Yes","Yes"
"b0c7d33096",1,1,9,0,"No","No","No"
"b0fffc41b8",1,1,22,0,"No","No","No"
"b100173c0b",1,1,8,0,"No","No","No"
"b15db8cdce",1,1,10,0,"No","No","No"
"b160b606e0",1,1,12,0,"Yes","Yes","Yes"
"b16cc5662d",1,1,7,0,"No","No","No"
"b1803f8cef",1,1,7,0,"No","No","No"
"b19ececcca",1,1,7,0,"No","No","No"
"b1e17e2a35",1,1,11,0,"No","No","No"
"b1e2d81ccd",1,1,7,0,"No","No","No"
"b20840c097",1,1,5,0,"No","No","No"
"b2438b3e1c",1,1,4,0,"No","Yes","No"
"b25bb10283",1,1,8,0,"No","No","No"
"b27fc7bed6",1,1,13,0,"No","No","No"
"b290ad4233",1,1,8,0,"No","Yes","No"
"b2a009dc4c",1,1,11,0,"No","No","No"
"b2b4d7364e",1,1,9,0,"No","No","No"
"b2ceb59416",1,1,13,0,"No","No","No"
